"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1246","RT @IndiaTodayFLASH: Arun Jaitley files an additional Rs 10 cr defamation suit against Delhi CM after Kejriwal's lawyer Jethmalani called h…",FALSE,0,NA,2017-05-23 14:57:01,FALSE,NA,"867031618531332100",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ParthPa07241800",44,TRUE,FALSE,NA,NA
"1247","RT @sandhyatimes4u: Hello Readers! here is #FRONTPAGE of today's Sandhya Times
#Fire #arianagrande #MCDbypoll #Kejriwal https://t.co/W4P08j…",FALSE,0,NA,2017-05-23 14:56:58,FALSE,NA,"867031608087334912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rameshwar_ST",10,TRUE,FALSE,NA,NA
"1248","#IndianArmy..Thanks to the stupidity of kejriwal that army has to show the proof of its https://t.co/0K7lcuUt7X does nt need to give proof",FALSE,0,NA,2017-05-23 14:56:57,FALSE,NA,"867031605088468995",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","KingJulian789",0,FALSE,FALSE,NA,NA
"1249","Thanks to the stupidity of kejriwal that army has to show the proof of its https://t.co/0K7lcuUt7X does nt need to give proof #IndianArmy",FALSE,0,NA,2017-05-23 14:56:47,FALSE,NA,"867031561182396416",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","KingJulian789",0,FALSE,FALSE,NA,NA
"1250","RT @RepubIicofIndia: Ppl like Arvind Kejriwal &amp; Sanjay Nirupam questioned the Surgical Strike last time.This time Army has Proof for them #…",FALSE,0,NA,2017-05-23 14:56:38,FALSE,NA,"867031524880900097",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","atulpatre_ap",159,TRUE,FALSE,NA,NA
"1251","RT @MajorPoonia: Army recorded proofs for #Kejriwal Ji/ Sanjay Nirupam Ji !
#IndianArmyHitsback on terror launch pads across LoC in Nowsher…",FALSE,0,NA,2017-05-23 14:56:38,FALSE,NA,"867031524541173760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","raghujpr",337,TRUE,FALSE,NA,NA
"1252","RT @Akshay1Malhotra: MUST WATCH

Arvind Kejriwal full speech about Kapil's allegations &amp; EVM at AAP Delhi State convention

SPREAD MAX

htt…",FALSE,0,NA,2017-05-23 14:56:35,FALSE,NA,"867031509055791106",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","darkdestinynme",606,TRUE,FALSE,NA,NA
"1253","RT @SirJadeja: This Time #IndianArmy Took Video Of #SurgicalStrike Just In Case Kejriwal &amp; Gang Demand Any Proof. <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B3> #Nowshera
 
 https://…",FALSE,0,NA,2017-05-23 14:56:17,FALSE,NA,"867031435718393857",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","atulpatre_ap",686,TRUE,FALSE,NA,NA
"1254","RT @SirJadeja: This Time #IndianArmy Took Video Of #SurgicalStrike Just In Case Kejriwal &amp; Gang Demand Any Proof. <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B3> #Nowshera
 
 https://…",FALSE,0,NA,2017-05-23 14:55:55,FALSE,NA,"867031344697688064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lotusfeetns",686,TRUE,FALSE,NA,NA
"1255","RT @SirJadeja: This Time #IndianArmy Took Video Of #SurgicalStrike Just In Case Kejriwal &amp; Gang Demand Any Proof. <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B3> #Nowshera
 
 https://…",FALSE,0,NA,2017-05-23 14:55:47,FALSE,NA,"867031309654401024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","atishj7",686,TRUE,FALSE,NA,NA
"1256","Start with Farooq Abdullah! And on the 365 th day u may be able to end with Kejriwal. https://t.co/M71Zvu76xX",FALSE,0,NA,2017-05-23 14:55:38,FALSE,NA,"867031271939203074",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SundarRangan",1,FALSE,FALSE,NA,NA
"1257","@ArvindKejriwal Somebody plz check Kejriwal's edu. certificates. I don't believe he is an IITian. Aur do reservation <ed><U+00A0><U+00BD><ed><U+00B8><U+00A4><ed><U+00A0><U+00BD><ed><U+00B8><U+00A4>",FALSE,0,"ArvindKejriwal",2017-05-23 14:55:36,FALSE,"867014323851345920","867031262715707394","405427035","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rahulsingh2107",0,FALSE,FALSE,NA,NA
"1258","RT @SirJadeja: This Time #IndianArmy Took Video Of #SurgicalStrike Just In Case Kejriwal &amp; Gang Demand Any Proof. <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B3> #Nowshera
 
 https://…",FALSE,0,NA,2017-05-23 14:55:35,FALSE,NA,"867031257477152768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PrafullaCTiwari",686,TRUE,FALSE,NA,NA
"1259","RT @SirJadeja: This Time #IndianArmy Took Video Of #SurgicalStrike Just In Case Kejriwal &amp; Gang Demand Any Proof. <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B3> #Nowshera
 
 https://…",FALSE,0,NA,2017-05-23 14:55:26,FALSE,NA,"867031220366004224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Varunth07646041",686,TRUE,FALSE,NA,NA
"1260","ARVIND KEJRIWAL is PLANTED by AMIT SHAH

The biggest conspiracy theory through this picture <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B9><U+008F> #bjp #aap https://t.co/ctLZYi3Kx4",FALSE,0,NA,2017-05-23 14:55:24,FALSE,NA,"867031211243208705",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","naagfunny",0,FALSE,FALSE,NA,NA
"1261","RT @KamalAg123: Hope kejriwal will not ask for proof this time #naushera well done #IndianArmy :)",FALSE,0,NA,2017-05-23 14:55:05,FALSE,NA,"867031131476160512",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","santoshchand777",2,TRUE,FALSE,NA,NA
"1262","RT @SirJadeja: This Time #IndianArmy Took Video Of #SurgicalStrike Just In Case Kejriwal &amp; Gang Demand Any Proof. <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B3> #Nowshera
 
 https://…",FALSE,0,NA,2017-05-23 14:55:05,FALSE,NA,"867031131291402240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rsuhag70",686,TRUE,FALSE,NA,NA
"1263","RT @MajorPoonia: Army recorded proofs for #Kejriwal Ji/ Sanjay Nirupam Ji !
#IndianArmyHitsback on terror launch pads across LoC in Nowsher…",FALSE,0,NA,2017-05-23 14:54:51,FALSE,NA,"867031073531756544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","piprali",337,TRUE,FALSE,NA,NA
"1264","RT @AAPInNews: Kejriwal to tour each assembly seat, meet party volunteers to re-energise cadre at grass roots

https://t.co/nqzgN2KZFl http…",FALSE,0,NA,2017-05-23 14:54:42,FALSE,NA,"867031036160614401",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rkrishan1",87,TRUE,FALSE,NA,NA
"1265","RT @SirJadeja: This Time #IndianArmy Took Video Of #SurgicalStrike Just In Case Kejriwal &amp; Gang Demand Any Proof. <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B3> #Nowshera
 
 https://…",FALSE,0,NA,2017-05-23 14:54:36,FALSE,NA,"867031012311789573",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NLS4ALL",686,TRUE,FALSE,NA,NA
"1266","RT @SirJadeja: This Time #IndianArmy Took Video Of #SurgicalStrike Just In Case Kejriwal &amp; Gang Demand Any Proof. <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B3> #Nowshera
 
 https://…",FALSE,0,NA,2017-05-23 14:54:34,FALSE,NA,"867031001414946816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DeepzArora",686,TRUE,FALSE,NA,NA
"1267","RT @RepubIicofIndia: Ppl like Arvind Kejriwal &amp; Sanjay Nirupam questioned the Surgical Strike last time.This time Army has Proof for them #…",FALSE,0,NA,2017-05-23 14:54:28,FALSE,NA,"867030977310334976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DeepzArora",159,TRUE,FALSE,NA,NA
